ID,SEASON,TRIAL,A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,FOOD_x,FOOD_y,cmxpixel,unique_trial_ID
20240228-2,winter,T6,81.939231,145.082366,141.558098,91.337279,200.883276,147.725567,138.03383,205.288611,165.640596,102.79115,0.293689,winter_20240228-2_T6
20240228-2,winter,T7,81.939231,145.376055,141.558098,89.868834,200.589587,146.257122,136.565385,204.407544,164.46584,98.385815,0.293689,winter_20240228-2_T7
20240228-2,winter,T8,81.645542,145.376055,140.677031,91.630968,199.70852,146.8445,137.152763,206.169678,164.46584,101.322705,0.293689,winter_20240228-2_T8
20240228-2,winter,T9,81.645542,145.082366,143.320232,91.630968,201.470654,147.725567,138.03383,205.875989,167.40273,101.910083,0.293689,winter_20240228-2_T9
20240228-2,winter,T10,80.764475,145.376055,142.439165,89.868834,198.827453,145.376055,138.914897,205.288611,162.997395,96.91737,0.293689,winter_20240228-2_T10
20240228-3,winter,T1,82.526609,145.082366,144.494988,89.868834,200.883276,147.725567,138.914897,205.875989,167.990108,99.266882,0.293689,winter_20240228-3_T1
20240228-3,winter,T2,83.407676,145.376055,143.613921,91.337279,201.764343,146.8445,140.97072,206.169678,167.109041,98.679504,0.293689,winter_20240228-3_T2
20240228-3,winter,T3,82.526609,145.376055,144.201299,92.218346,201.470654,147.138189,138.327519,206.169678,167.40273,99.266882,0.293689,winter_20240228-3_T3
20240228-3,winter,T4,84.288743,147.138189,143.613921,91.337279,201.764343,147.138189,140.97072,206.169678,165.640596,100.441638,0.293689,winter_20240228-3_T4
20240228-3,winter,T5,83.407676,143.613921,143.613921,91.337279,201.764343,149.487701,139.795964,206.757056,167.109041,100.147949,0.293689,winter_20240228-3_T5
20240228-3,winter,T6,81.939231,145.376055,141.851787,90.456212,201.764343,146.257122,140.089653,206.169678,165.640596,99.266882,0.293689,winter_20240228-3_T6
20240228-3,winter,T7,83.701365,145.963433,142.732854,90.456212,199.70852,147.138189,139.208586,205.288611,165.346907,99.560571,0.293689,winter_20240228-3_T7
20240228-3,winter,T8,82.820298,145.082366,141.851787,90.749901,201.470654,149.78139,138.914897,205.875989,166.227974,100.147949,0.293689,winter_20240228-3_T8
20240228-3,winter,T9,82.820298,145.082366,143.613921,92.218346,201.470654,146.8445,138.914897,205.288611,165.640596,97.504748,0.293689,winter_20240228-3_T9
20240228-3,winter,T10,82.526609,143.613921,145.082366,90.456212,200.589587,146.8445,138.914897,204.994922,165.640596,99.560571,0.293689,winter_20240228-3_T10
20240303-1,winter,T1,78.121274,143.320232,140.97072,90.749901,196.477941,145.376055,136.271696,204.994922,163.878462,101.029016,0.293689,winter_20240303-1_T1
20240303-1,winter,T3,77.240207,145.376055,140.089653,91.337279,196.184252,148.019256,135.390629,205.875989,165.346907,100.441638,0.293689,winter_20240303-1_T3
20240303-1,winter,T4,80.177097,144.494988,140.089653,91.337279,197.359008,149.78139,135.684218,205.288611,166.227974,101.029016,0.293689,winter_20240303-1_T4
20240303-1,winter,T5,78.121274,144.494988,138.327519,90.456212,196.184252,146.8445,133.922184,204.994922,165.346907,100.441638,0.293689,winter_20240303-1_T5
20240303-1,winter,T6,78.414963,145.082366,140.677031,91.630968,197.359008,147.138189,134.803251,205.288611,165.346907,101.029016,0.293689,winter_20240303-1_T6
20240303-1,winter,T7,79.002341,146.257122,140.089653,91.337279,197.946386,146.8445,136.271696,206.169678,165.640596,100.441638,0.293689,winter_20240303-1_T7
20240303-1,winter,T8,78.12174,144.201299,139.208586,92.218346,195.303185,148.606634,133.922184,206.757056,162.703706,101.322705,0.293689,winter_20240303-1_T8
20240303-1,winter,T9,78.121274,145.963433,138.914897,90.456212,196.477941,146.8445,132.747428,205.288611,164.759529,101.029016,0.293689,winter_20240303-1_T9
20240303-1,winter,T10,78.121274,145.963433,138.327519,90.749901,196.184252,148.019256,135.390629,205.288611,164.759529,101.029016,0.293689,winter_20240303-1_T10
20240303-2,winter,T1,89.868834,147.138189,150.368768,90.749901,208.51919,144.494988,148.019256,205.875989,177.681845,101.322705,0.293689,winter_20240303-2_T1
20240303-2,winter,T2,90.749901,146.257122,149.487701,91.337279,209.400257,146.8445,147.138189,206.169678,176.800778,101.029016,0.293689,winter_20240303-2_T2
20240303-2,winter,T3,89.868834,147.138189,153.011369,91.337279,208.51919,147.725567,148.019256,206.757056,177.681845,101.029016,0.293689,winter_20240303-2_T3
20240303-2,winter,T4,90.456212,145.376055,150.662457,90.749901,208.51919,149.487701,153.893036,206.169678,177.681845,101.322705,0.293689,winter_20240303-2_T4
20240303-2,winter,T5,91.337279,145.082366,150.662457,91.630968,208.51919,147.725567,148.019256,206.169678,177.681845,101.322705,0.293689,winter_20240303-2_T5
20240303-2,winter,T6,90.456212,144.494988,149.487701,90.456212,208.812879,145.963433,147.725567,204.113855,174.74057,100.07052,0.293689,winter_20240303-2_T6
20240303-2,winter,T8,90.456212,147.138189,151.249835,91.337279,209.693946,148.900323,148.900323,206.169678,177.681845,101.029016,0.293689,winter_20240303-2_T8
20240303-2,winter,T9,89.868834,146.257122,149.78139,91.337279,208.812879,146.257122,147.138189,206.169678,177.681845,101.322705,0.293689,winter_20240303-2_T9
20240303-2,winter,T10,89.868834,145.082366,150.662457,90.456212,208.812879,147.138189,148.606634,206.169678,177.975534,101.029016,0.293689,winter_20240303-2_T10
20240303-3,winter,T1,89.868834,145.963433,151.543524,91.630968,207.931812,146.8445,148.606634,205.875989,177.975534,101.029016,0.293689,winter_20240303-3_T1
20240303-3,winter,T2,90.749901,145.963433,149.78139,89.868834,208.812879,146.257122,149.487701,204.407544,177.975534,102.203772,0.293689,winter_20240303-3_T2
20240303-3,winter,T3,90.456212,146.257122,152.130902,91.630968,209.400257,147.725567,150.368768,206.169678,177.975534,101.322705,0.293689,winter_20240303-3_T3
20240303-3,winter,T4,91.337279,147.138189,150.662457,90.749901,208.51919,149.487701,148.900323,206.757056,177.975534,102.203772,0.293689,winter_20240303-3_T4
20240303-3,winter,T5,91.337279,147.138189,152.130902,93.099413,209.693946,149.487701,148.606634,207.931812,177.38876,102.20412,0.293689,winter_20240303-3_T5
20240303-3,winter,T6,91.337279,145.376055,152.130902,91.630698,208.812879,147.138189,149.487701,205.288611,178.562912,101.910083,0.293689,winter_20240303-3_T6
20240303-3,winter,T7,89.868834,146.8445,148.900323,92.512035,208.51919,147.725567,149.487701,205.875989,177.681845,101.910083,0.293689,winter_20240303-3_T7
20240303-3,winter,T8,90.456212,145.963433,149.78139,90.749901,208.812879,147.725567,147.725567,206.757056,177.975534,101.322705,0.293689,winter_20240303-3_T8
20240303-3,winter,T9,90.749901,145.376055,149.78139,90.749901,209.400257,147.138189,146.8445,205.875989,177.975534,101.322705,0.293689,winter_20240303-3_T9
20240303-3,winter,T10,89.575145,145.963433,151.249835,91.337279,208.51919,146.8445,149.487701,206.757056,178.562912,100.441638,0.293689,winter_20240303-3_T10
20240520-1,spring,T1,77.519728,139.64951,140.504507,88.34969,193.79932,144.209494,137.084519,198.644303,160.739436,98.324655,0.284999,spring_20240520-1_T1
20240520-1,spring,T2,79.514721,143.069498,137.084519,88.064691,193.79932,140.789506,136.79952,200.35297,164.159424,98.039656,0.284999,spring_20240520-1_T2
20240520-1,spring,T3,78.944723,141.929502,137.939516,89.489686,192.944323,142.784499,136.229522,198.929302,163.019428,98.039656,0.284999,spring_20240520-1_T3
20240520-1,spring,T4,76.379732,142.4995,133.379532,88.34969,191.519328,143.924495,132.809534,198.359304,159.029442,98.324655,0.284999,spring_20240520-1_T4
20240520-1,spring,T6,75.809734,141.929502,133.094533,90.344683,190.094333,142.214501,133.094533,200.924295,159.884439,98.324655,0.284999,spring_20240520-1_T6
20240520-1,spring,T7,76.664731,141.074505,135.374525,88.34969,191.519328,142.4995,131.954537,198.929302,160.169438,98.609654,0.284999,spring_20240520-1_T7
20240520-1,spring,T9,76.094733,142.214501,134.519528,88.634689,190.94933,142.4995,133.094533,199.784299,160.739436,98.324655,0.284999,spring_20240520-1_T9
20240520-1,spring,T10,76.94973,141.644503,135.374525,89.774685,191.234329,143.639496,131.09954,200.639296,159.884439,97.184659,0.284999,spring_20240520-1_T10
20240520-2,spring,T1,64.979772,141.929502,124.544563,90.629682,180.404367,143.354497,121.409574,200.639296,149.339476,98.609654,0.284999,spring_20240520-2_T1
20240520-2,spring,T2,66.119768,142.214501,123.689566,88.634689,103.739636,141.929502,123.689566,198.644303,149.909474,98.039656,0.284999,spring_20240520-2_T2
20240520-2,spring,T3,64.694773,140.219508,123.689566,89.774685,179.264371,142.4995,122.834569,199.4993,149.054477,97.469658,0.284999,spring_20240520-2_T3
20240520-2,spring,T4,66.974765,143.354497,125.114561,88.634689,180.689366,142.784499,121.409574,199.4993,149.054477,97.184659,0.284999,spring_20240520-2_T4
20240520-2,spring,T5,65.54977,141.929502,124.829562,88.064691,180.404367,142.784499,123.404567,199.214301,150.479472,97.469658,0.284999,spring_20240520-2_T5
20240520-2,spring,T6,65.834769,141.074505,121.694573,90.059684,180.974365,140.789506,123.119568,199.4993,150.194473,97.469658,0.284999,spring_20240520-2_T6
20240520-2,spring,T7,88.064691,141.074505,147.059484,88.064691,202.064291,142.784499,143.639496,198.074305,171.284399,98.324655,0.284999,spring_20240520-2_T7
20240520-2,spring,T8,85.784699,143.354497,145.919488,89.489686,201.209294,143.924495,144.494493,200.354297,170.714401,97.184659,0.284999,spring_20240520-2_T8
20240520-2,spring,T9,88.634689,143.354497,89.489686,88.34969,202.064291,141.644503,147.059484,198.359304,172.139396,97.184659,0.284999,spring_20240520-2_T9
20240520-2,spring,T10,88.634689,143.639496,146.204487,89.774685,202.919288,143.354497,144.494493,200.069298,171.569398,97.469658,0.284999,spring_20240520-2_T10
20240520-3,spring,T1,83.789706,141.359504,142.4995,89.774685,197.789306,143.354497,140.219508,199.784299,167,99,0.284999,spring_20240520-3_T1
20240520-3,spring,T3,84.359704,142.4995,140.789506,88.919688,198.929302,143.354497,141.359504,200.354297,168.719408,98.894653,0.284999,spring_20240520-3_T3
20240520-3,spring,T4,85.4997,143.639496,142.4995,88.34969,199.784299,143.639496,143.069498,198.359304,167.864411,97.469658,0.284999,spring_20240520-3_T4
20240520-3,spring,T8,94.904667,142.214501,153.89946,89.774685,208.619268,143.639496,155.609454,199.4993,177.554377,97.754657,0.284999,spring_20240520-3_T8
20240520-3,spring,T9,94.904667,138.794513,154.754457,88.064691,209.474265,145.064491,151.619468,199.784299,178.694373,96.89966,0.284999,spring_20240520-3_T9
20240520-3,spring,T10,96.329662,142.214501,154.469458,89.204687,210.89926,142.214501,152.474465,199.784299,178.979372,97.469658,0.284999,spring_20240520-3_T10
20240520-4,spring,T1,85.784699,139.934509,144.209494,87.779692,199.784299,142.784499,143.639496,198.074305,168.14941,97.184659,0.284999,spring_20240520-4_T1
20240520-4,spring,T2,87.209694,142.4995,144.494493,88.34969,201.209294,145.064491,144.209494,199.784299,169.004407,97.754657,0.284999,spring_20240520-4_T2
20240520-4,spring,T3,84.644703,140.504507,144.779492,88.34969,198.929302,145.064491,142.214501,198.644303,169.574405,98.324655,0.284999,spring_20240520-4_T3
20240520-4,spring,T4,86.354697,141.074505,144.779492,88.634689,200.639296,144.209494,143.354497,198.359304,166.43605,98.81202,0.284999,spring_20240520-4_T4
20240520-4,spring,T5,86.354697,142.4995,144.209494,88.919688,201.209294,144.779492,144.494493,200.069298,169.289406,98.324655,0.284999,spring_20240520-4_T5
20240520-4,spring,T7,85.784699,142.214501,144.494493,87.779692,200.924295,143.924495,142.4995,198.644303,168.719408,98.324655,0.284999,spring_20240520-4_T7
20240520-4,spring,T8,85.214701,141.074505,143.354497,89.204687,199.4993,144.209494,143.639496,199.4993,169.859404,97.184659,0.284999,spring_20240520-4_T8
20240520-4,spring,T10,86.639696,142.4995,143.639496,89.774685,201.494293,143.924495,141.359504,200.924295,169.574405,98.039656,0.284999,spring_20240520-4_T10
20240524-1,spring,T1,70.964751,141.074505,129.104547,88.634689,185.819348,141.644503,129.959544,199.784299,155.894453,97.754657,0.284999,spring_20240524-1_T1
20240524-1,spring,T2,72.389746,142.4995,129.959544,89.774685,187.529342,143.924495,127.679552,200.069298,155.039456,97.469658,0.284999,spring_20240524-1_T2
20240524-1,spring,T3,71.534749,141.929502,129.959544,88.34969,185.24935,142.4995,127.679552,199.4993,156.179452,96.614661,0.284999,spring_20240524-1_T3
20240524-1,spring,T5,72.389746,142.214501,130.814541,87.494693,186.389346,142.214501,127.964551,198.074305,154.469458,95.474665,0.284999,spring_20240524-1_T5
20240524-1,spring,T6,70.964751,141.929502,131.09954,89.774685,185.819348,142.784499,125.114561,200.354297,153.89946,96.89966,0.284999,spring_20240524-1_T6
20240524-1,spring,T7,71.534749,142.784499,130.814541,87.779692,186.674345,143.639496,125.969558,198.074305,155.039456,97.469658,0.284999,spring_20240524-1_T7
20240524-1,spring,T8,71.24975,141.074505,128.819548,88.064691,185.534349,143.354497,125.969558,198.929302,154.754457,98.894653,0.284999,spring_20240524-1_T8
20240524-1,spring,T9,72.389746,143.924495,131.09954,89.204687,186.674345,142.784499,126.254557,198.644303,155.039456,97.184659,0.284999,spring_20240524-1_T9
20240524-2,spring,T1,92.054677,143.354497,151.904467,88.064691,207.194273,142.4995,149.909474,198.929302,172.86452,94.72153,0.284999,spring_20240524-2_T1
20240524-2,spring,T2,93.764671,142.214501,152.759464,88.919688,208.334269,143.639496,149.054477,199.4993,176.129382,97.469658,0.284999,spring_20240524-2_T2
20240524-2,spring,T3,92.339676,142.214501,151.904467,89.204687,206.909274,142.4995,148.769478,199.214301,176.414381,97.754657,0.284999,spring_20240524-2_T3
20240524-2,spring,T4,93.194673,144.494493,151.619468,88.34969,207.194273,143.354497,148.19948,199.214301,176.984379,97.469658,0.284999,spring_20240524-2_T4
20240524-2,spring,T5,93.194673,143.924495,151.04947,88.34969,208.334269,142.214501,149.054477,198.644303,176.129382,96.614661,0.284999,spring_20240524-2_T5
20240524-2,spring,T6,92.624675,142.214501,150.764471,89.204687,207.764271,143.639496,147.914481,200.069298,177.269378,96.89966,0.284999,spring_20240524-2_T6
20240524-2,spring,T7,94.619668,142.4995,153.329462,88.34969,208.904267,142.784499,150.479472,199.214301,176.69938,96.89966,0.284999,spring_20240524-2_T7
20240524-2,spring,T8,93.194673,139.64951,151.904467,87.779692,206.624275,143.354497,149.909474,198.359304,177.269378,97.469658,0.284999,spring_20240524-2_T8
20240524-2,spring,T9,92.054677,141.359504,151.04947,88.634689,206.624275,144.779492,148.484479,198.359304,176.69938,95.759664,0.284999,spring_20240524-2_T9
20240524-2,spring,T10,91.769678,142.784499,151.619468,90.344683,207.479272,142.214501,147.914481,200.639296,176.414381,97.184659,0.284999,spring_20240524-2_T10
20240524-3,spring,T1,72.389746,140.219508,130.244543,87.779692,186.674345,142.784499,127.964551,198.359304,150.8341,97.319275,0.284999,spring_20240524-3_T1
20240524-3,spring,T3,72.674745,143.924495,129.104547,89.204687,187.529342,140.789506,127.964551,200.069298,155.039456,97.184659,0.284999,spring_20240524-3_T3
20240524-3,spring,T4,72.674745,142.4995,130.244543,88.064691,186.959344,142.4995,127.109554,198.929302,155.894453,96.614661,0.284999,spring_20240524-3_T4
20240524-3,spring,T5,73.529742,142.214501,129.674545,88.634689,186.674345,143.924495,127.679552,200.069298,154.754457,96.89966,0.284999,spring_20240524-3_T5
20240524-3,spring,T7,71.24975,141.074505,129.389546,88.34969,186.104347,143.354497,127.109554,198.929302,155.039456,97.184659,0.284999,spring_20240524-3_T7
20240524-3,spring,T8,71.24975,140.504507,129.389546,88.064691,185.534349,143.354497,126.539556,198.644303,155.039456,96.614661,0.284999,spring_20240524-3_T8
20240524-3,spring,T9,72.389746,141.929502,129.674545,88.064691,186.674345,141.359504,126.539556,198.359304,156.179452,97.184659,0.284999,spring_20240524-3_T9
20240524-3,spring,T10,72.104747,142.4995,130.244543,89.774685,186.104347,142.4995,126.539556,200.354297,155.324455,96.614661,0.284999,spring_20240524-3_T10
20240526-1,spring,T1,71.24975,140.219508,129.959544,88.919688,185.819348,142.784499,127.109554,199.214301,152.759464,99.74965,0.284999,spring_20240526-1_T1
20240526-1,spring,T2,72.104747,142.784499,128.819548,88.34969,187.529342,142.214501,128.819548,200.069298,151.904467,97.184659,0.284999,spring_20240526-1_T2
20240526-1,spring,T3,71.24975,140.504507,129.959544,88.919688,185.819348,142.4995,128.24955,199.4993,151.334469,95.189666,0.284999,spring_20240526-1_T3
20240526-1,spring,T4,70.964751,141.074505,130.244543,88.634689,185.534349,143.354497,127.964551,199.4993,151.334469,96.329662,0.284999,spring_20240526-1_T4
20240526-1,spring,T5,71.534749,141.929502,128.819548,88.634689,185.819348,142.4995,127.964551,198.644303,151.04947,96.329662,0.284999,spring_20240526-1_T5
20240526-1,spring,T6,71.24975,141.644503,128.534549,89.774685,186.104347,142.784499,125.684559,200.069298,150.479472,96.329662,0.284999,spring_20240526-1_T6
20240526-1,spring,T8,71.534749,141.644503,131.09954,88.919688,185.534349,142.214501,127.964551,200.354297,151.04947,95.759664,0.284999,spring_20240526-1_T8
20240526-1,spring,T9,71.24975,144.494493,129.104547,88.634689,186.674345,142.4995,129.104547,199.4993,150.764471,96.329662,0.284999,spring_20240526-1_T9
20240526-1,spring,T10,71.819748,142.214501,129.104547,88.919688,186.104347,141.644503,127.679552,199.214301,150.479472,96.614661,0.284999,spring_20240526-1_T10
20240526-2,spring,T1,98.324655,142.784499,156.74945,88.064691,212.894253,141.644503,155.039456,199.4993,181.544363,96.89966,0.284999,spring_20240526-2_T1
20240526-2,spring,T2,97.469658,141.074505,156.464451,88.34969,212.894253,142.214501,153.614461,200.069298,181.829362,96.614661,0.284999,spring_20240526-2_T2
20240526-2,spring,T3,98.039656,142.4995,156.179452,88.634689,212.609254,142.214501,153.89946,200.069298,182.114361,96.614661,0.284999,spring_20240526-2_T3
20240526-2,spring,T4,97.754657,142.214501,154.754457,88.064691,212.039256,142.4995,152.759464,198.929302,181.544363,97.184659,0.284999,spring_20240526-2_T4
20240526-2,spring,T5,97.754657,141.644503,156.179452,87.779692,212.609254,141.644503,153.329462,198.929302,181.259364,97.184659,0.284999,spring_20240526-2_T5
20240526-2,spring,T6,96.89966,142.784499,156.179452,89.204687,212.039256,142.4995,151.334469,199.4993,181.544363,97.469658,0.284999,spring_20240526-2_T6
20240526-2,spring,T8,96.614661,143.354497,155.894453,88.34969,211.184259,142.4995,152.759464,199.4993,182.114361,97.754657,0.284999,spring_20240526-2_T8
20240526-2,spring,T9,97.754657,141.929502,155.324455,88.34969,212.609254,141.359504,153.89946,198.644303,181.829362,96.89966,0.284999,spring_20240526-2_T9
20240526-3,spring,T2,72.959744,141.929502,130.814541,89.774685,186.959344,142.4995,128.24955,200.069298,155.894453,96.614661,0.284999,spring_20240526-3_T2
20240526-3,spring,T4,71.819748,141.644503,130.244543,88.064691,186.959344,141.929502,127.964551,198.644303,155.039456,96.89966,0.284999,spring_20240526-3_T4
20240526-3,spring,T5,72.389746,142.4995,129.104547,88.34969,186.959344,142.4995,127.109554,198.359304,155.894453,97.184659,0.284999,spring_20240526-3_T5
20240526-3,spring,T6,71.24975,142.214501,129.674545,89.774685,185.534349,142.214501,125.39956,200.924295,155.324455,97.184659,0.284999,spring_20240526-3_T6
20240526-3,spring,T7,72.389746,141.644503,130.244543,88.34969,187.529342,142.214501,126.824555,198.359304,155.039456,96.89966,0.284999,spring_20240526-3_T7
20240526-3,spring,T8,71.24975,139.64951,129.389546,87.779692,185.24935,141.929502,126.539556,198.074305,154.754457,96.329662,0.284999,spring_20240526-3_T8
20240526-3,spring,T9,73.529742,142.784499,132.239536,88.919688,186.959344,144.209494,126.824555,199.214301,154.754457,96.614661,0.284999,spring_20240526-3_T9
20240526-3,spring,T10,72.104747,141.359504,130.244543,90.059684,186.389346,142.4995,128.24955,199.4993,155.324455,97.184659,0.284999,spring_20240526-3_T10
20240604-2,spring,T2,79.79972,142.214501,135.374525,88.34969,195.224315,142.4995,133.094533,200.069298,163.019428,95.759664,0.284999,spring_20240604-2_T2
20240604-2,spring,T3,77.519728,140.789506,137.369518,86.069698,193.514321,141.359504,134.519528,197.504307,163.589426,95.474665,0.284999,spring_20240604-2_T3
20240604-2,spring,T4,78.944723,139.934509,137.369518,86.069698,195.224315,141.644503,134.519528,198.644303,163.874425,95.474665,0.284999,spring_20240604-2_T4
20240604-2,spring,T5,79.229722,141.929502,136.79952,87.779692,195.509314,141.929502,133.094533,200.069298,163.019428,95.474665,0.284999,spring_20240604-2_T5
20240604-2,spring,T6,77.519728,141.929502,135.374525,87.779692,193.79932,141.644503,133.379532,201.779292,163.019428,96.044663,0.284999,spring_20240604-2_T6
20240604-2,spring,T7,78.659724,140.789506,138.794513,86.069698,195.224315,141.929502,134.804527,197.504307,163.304427,95.189666,0.284999,spring_20240604-2_T7
20240604-2,spring,T8,78.374725,140.789506,138.224515,87.494693,194.654317,140.789506,134.519528,198.644303,163.589426,95.759664,0.284999,spring_20240604-2_T8
20240604-2,spring,T9,78.944723,142.214501,138.224515,87.494693,195.224315,142.4995,135.659524,199.784299,162.734429,95.474665,0.284999,spring_20240604-2_T9
20240604-2,spring,T10,78.944723,140.789506,136.79952,89.204687,195.224315,142.214501,134.234529,201.209294,163.019428,96.044663,0.284999,spring_20240604-2_T10
